requirement_id,tender_id,requirement_text,requirement_category,requirement_subcategory,metric,minimum_value,maximum_value,unit,mandatory,required_document_type,validity_required,verification_type,severity_if_failed,difficulty_level,linguistic_variant
REQ-009388,TND-000360,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-009389,TND-000360,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,LOW,MEDIUM,3
REQ-009390,TND-000360,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,HIGH,MEDIUM,1
REQ-009391,TND-000360,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,1
REQ-009392,TND-000360,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-009393,TND-000360,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,2
REQ-009394,TND-000360,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,LOW,MEDIUM,1
REQ-009395,TND-000360,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,LOW,MEDIUM,1
REQ-009396,TND-000360,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,1
REQ-009397,TND-000360,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,1
REQ-009398,TND-000360,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-009399,TND-000360,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,MEDIUM,3
REQ-009400,TND-000360,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,3
REQ-009401,TND-000360,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,3.0,,units,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,MEDIUM,3
REQ-009402,TND-000360,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-009403,TND-000360,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-009404,TND-000360,The bidder shall demonstrate latest-year turnover of at least INR 3.4 crore.,Turnover,Turnover,Turnover,33700000.0,,INR,False,Financial/Turnover Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,1
REQ-009405,TND-000360,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,FIELD_MATCH,LOW,MEDIUM,4
REQ-009406,TND-000360,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,False,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,1
REQ-009407,TND-000360,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,2
REQ-009408,TND-000360,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,LOW,MEDIUM,3
REQ-009409,TND-000360,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,HIGH,MEDIUM,3
REQ-009410,TND-000360,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,4
REQ-009411,TND-000360,The bidder shall demonstrate latest-year turnover of at least INR 17.0 crore.,Turnover,Turnover,Turnover,169700000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,2
REQ-009412,TND-000360,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,4
REQ-009413,TND-000361,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,THRESHOLD_CHECK,CRITICAL,MEDIUM,3
REQ-009414,TND-000361,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,DATE_CHECK,CRITICAL,MEDIUM,4
REQ-009415,TND-000361,The supplier is required to provide evidence of at least 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,3
REQ-009416,TND-000361,The supplier shall demonstrate average annual turnover of at least INR 15.7 crore for the preceding three financial years.,Financial,Financial,Financial,157300000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,1
REQ-009417,TND-000361,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,2
REQ-009418,TND-000361,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,4
REQ-009419,TND-000361,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,2
REQ-009420,TND-000361,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,3
REQ-009421,TND-000361,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,HIGH,MEDIUM,4
REQ-009422,TND-000361,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,4
REQ-009423,TND-000361,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,HIGH,MEDIUM,1
REQ-009424,TND-000361,The bidder shall demonstrate latest-year turnover of at least INR 6.9 crore.,Turnover,Turnover,Turnover,69300000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,HIGH,MEDIUM,4
REQ-009425,TND-000361,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,HIGH,MEDIUM,2
REQ-009426,TND-000361,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,MEDIUM,4
REQ-009427,TND-000361,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,3
REQ-009428,TND-000361,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,MEDIUM,2
REQ-009429,TND-000361,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,1
REQ-009430,TND-000361,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,3
REQ-009431,TND-000361,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-009432,TND-000361,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,3
REQ-009433,TND-000361,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-009434,TND-000361,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,MEDIUM,3
REQ-009435,TND-000361,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,4
REQ-009436,TND-000361,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,FIELD_MATCH,HIGH,MEDIUM,3
REQ-009437,TND-000361,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,4
REQ-009438,TND-000361,Annual turnover shall be not less than INR 14.2 crore in the latest financial year.,Turnover,Turnover,Turnover,141800000.0,,INR,False,Financial/Turnover Document,False,FIELD_MATCH,MEDIUM,MEDIUM,3
REQ-009439,TND-000361,The bidder shall demonstrate latest-year turnover of at least INR 16.0 crore.,Turnover,Turnover,Turnover,159900000.0,,INR,False,Financial/Turnover Document,False,DATE_CHECK,MEDIUM,MEDIUM,1
REQ-009440,TND-000361,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,1
REQ-009547,TND-000366,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,EASY,2
REQ-009548,TND-000366,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,FIELD_MATCH,CRITICAL,EASY,3
REQ-009549,TND-000366,The supplier is required to provide evidence of at least 2 years of relevant experience.,Experience,Experience,Experience,2.0,,years,True,Experience Certificate,False,CROSS_DOCUMENT,CRITICAL,EASY,2
REQ-009550,TND-000366,Bidder must have a minimum average annual turnover of INR 15.8 crore during the last three financial years.,Financial,Financial,Financial,158200000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,CRITICAL,EASY,3
REQ-009551,TND-000366,The bidder shall submit authorization from the original equipment manufacturer.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,THRESHOLD_CHECK,CRITICAL,EASY,3
REQ-009552,TND-000366,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,EASY,1
REQ-009553,TND-000366,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,EASY,3
REQ-009554,TND-000366,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,LOW,EASY,3
REQ-009555,TND-000366,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,4
REQ-009556,TND-000366,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,EASY,1
REQ-009557,TND-000366,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,5.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,4
REQ-009558,TND-000366,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,LOW,EASY,1
REQ-009559,TND-000366,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,10.0,,units,True,Supporting Document,False,DATE_CHECK,LOW,EASY,1
REQ-009560,TND-000366,Annual turnover shall be not less than INR 17.9 crore in the latest financial year.,Turnover,Turnover,Turnover,178700000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,EASY,1
REQ-009561,TND-000366,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,EASY,4
REQ-009562,TND-000366,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,2
REQ-009563,TND-000366,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,LOW,EASY,4
REQ-009564,TND-000366,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,3
REQ-009565,TND-000366,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,10.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,2
REQ-009566,TND-000366,The bidder shall demonstrate latest-year turnover of at least INR 14.5 crore.,Turnover,Turnover,Turnover,144600000.0,,INR,False,Financial/Turnover Document,False,DATE_CHECK,LOW,EASY,3
REQ-009567,TND-000366,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,EASY,4
REQ-009568,TND-000366,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,2
REQ-009569,TND-000366,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,LOW,EASY,4
REQ-009570,TND-000366,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,EASY,1
REQ-009571,TND-000366,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,DATE_CHECK,HIGH,EASY,2
REQ-009572,TND-000366,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,EASY,2
REQ-009573,TND-000366,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,HIGH,EASY,3
REQ-009574,TND-000366,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,FIELD_MATCH,LOW,EASY,1
REQ-009575,TND-000367,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,EASY,1
REQ-009576,TND-000367,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,FIELD_MATCH,CRITICAL,EASY,1
REQ-009577,TND-000367,The supplier is required to provide evidence of at least 5 years of relevant experience.,Experience,Experience,Experience,5.0,,years,True,Experience Certificate,False,DATE_CHECK,CRITICAL,EASY,4
REQ-009578,TND-000367,The supplier shall demonstrate average annual turnover of at least INR 10.6 crore for the preceding three financial years.,Financial,Financial,Financial,105800000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,EASY,3
